zone_id,zone_name,polygon_coordinates,value
62,GUL,"POLYGON((103.709 1.31709,103.709 1.31606,103.71 1.31486,103.712 1.30836,103.712 1.3072,103.716 1.30584,103.721 1.30204,103.722 1.29901,103.713 1.29892,103.713 1.29183,103.713 1.29175,103.715 1.2913,103.717 1.29156,103.718 1.29204,103.722 1.29141,103.724 1.2901,103.724 1.28954,103.725 1.28932,103.725 1.28866,103.736 1.27814,103.736 1.27775,103.738 1.2763,103.74 1.27351,103.74 1.27222,103.739 1.27142,103.737 1.27044,103.733 1.2691,103.728 1.26603,103.722 1.26085,103.722 1.26081,103.72 1.26074,103.714 1.25884,103.674 1.22203,103.664 1.24149,103.654 1.26375,103.654 1.26512,103.653 1.26617,103.654 1.26706,103.654 1.268,103.654 1.26849,103.655 1.26941,103.656 1.27032,103.656 1.2707,103.675 1.28417,103.675 1.28419,103.676 1.2847,103.676 1.2847,103.679 1.28691,103.684 1.28933,103.685 1.28978,103.686 1.29035,103.687 1.29059,103.69 1.29078,103.706 1.29249,103.707 1.29256,103.707 1.29257,103.708 1.29251,103.709 1.29288,103.709 1.29239,103.711 1.29205,103.711 1.3021,103.71 1.30213,103.71 1.30392,103.711 1.30399,103.711 1.30758,103.709 1.30761,103.709 1.30155,103.707 1.30116,103.706 1.30096,103.702 1.30001,103.7 1.29941,103.696 1.29929,103.679 1.29653,103.675 1.29536,103.676 1.29355,103.673 1.29135,103.672 1.29267,103.665 1.28695,103.66 1.28987,103.655 1.29459,103.653 1.29791,103.651 1.2993,103.649 1.3013,103.647 1.30415,103.648 1.30637,103.648 1.30646,103.656 1.31463,103.656 1.31465,103.658 1.31649,103.658 1.3165,103.66 1.31844,103.663 1.32212,103.663 1.32218,103.664 1.3228,103.664 1.32323,103.664 1.32324,103.666 1.32669,103.667 1.32775,103.671 1.32959,103.672 1.33016,103.676 1.33042,103.676 1.33043,103.678 1.33029,103.68 1.33025,103.686 1.32987,103.687 1.32983,103.687 1.32984,103.688 1.33015,103.688 1.33047,103.691 1.33478,103.692 1.33501,103.692 1.33501,103.695 1.33498,103.704 1.33488,103.708 1.3343,103.708 1.33227,103.708 1.33086,103.708 1.33018,103.708 1.32871,103.709 1.32535,103.709 1.32397,103.71 1.32207,103.71 1.32071,103.709 1.31724,103.709 1.31709))",40.75
63,TUAS,"POLYGON((103.688 1.33015,103.687 1.32984,103.687 1.32983,103.686 1.32987,103.68 1.33025,103.678 1.33029,103.676 1.33043,103.672 1.33016,103.671 1.32959,103.667 1.32775,103.666 1.32669,103.664 1.32323,103.664 1.3228,103.663 1.32218,103.663 1.32212,103.66 1.31844,103.658 1.31649,103.656 1.31465,103.648 1.30646,103.648 1.30637,103.646 1.30409,103.645 1.30389,103.644 1.3072,103.644 1.30878,103.641 1.31151,103.64 1.31122,103.638 1.31304,103.637 1.31402,103.637 1.31527,103.638 1.31625,103.628 1.3246,103.631 1.33555,103.634 1.34491,103.633 1.34778,103.634 1.35115,103.638 1.35275,103.639 1.35696,103.641 1.35924,103.643 1.36099,103.646 1.3656,103.647 1.36867,103.648 1.37121,103.649 1.37365,103.651 1.37517,103.654 1.37727,103.655 1.37941,103.656 1.37921,103.659 1.37923,103.663 1.38064,103.665 1.38069,103.666 1.37984,103.667 1.37909,103.668 1.37692,103.669 1.37637,103.671 1.37523,103.672 1.37446,103.672 1.37382,103.673 1.37239,103.673 1.36996,103.673 1.36881,103.673 1.36589,103.672 1.36255,103.672 1.36004,103.672 1.35905,103.672 1.35849,103.673 1.35782,103.674 1.35712,103.676 1.35655,103.677 1.35655,103.677 1.35678,103.679 1.35784,103.68 1.3598,103.681 1.36202,103.681 1.36319,103.682 1.3659,103.683 1.36669,103.683 1.36697,103.684 1.36668,103.685 1.36513,103.684 1.36237,103.684 1.36123,103.685 1.36088,103.686 1.3611,103.686 1.36151,103.687 1.36244,103.687 1.3656,103.688 1.36649,103.69 1.36692,103.693 1.36589,103.693 1.36573,103.693 1.36502,103.693 1.36476,103.693 1.36346,103.693 1.36307,103.693 1.36244,103.693 1.3623,103.694 1.36047,103.694 1.35843,103.695 1.35732,103.696 1.35649,103.697 1.35552,103.698 1.35518,103.699 1.35446,103.702 1.35179,103.703 1.35071,103.705 1.34722,103.707 1.34509,103.708 1.34273,103.709 1.3407,103.709 1.33988,103.709 1.3398,103.709 1.3398,103.709 1.33842,103.709 1.33759,103.708 1.3343,103.704 1.33488,103.695 1.33498,103.692 1.33501,103.691 1.33478,103.688 1.33047,103.688 1.33015))",224
64,BOON LAY/JURONG WEST,"POLYGON((103.697 1.35551,103.697 1.35552,103.696 1.35649,103.695 1.35732,103.694 1.35843,103.694 1.36047,103.693 1.3623,103.693 1.36244,103.693 1.36307,103.693 1.36346,103.693 1.36424,103.693 1.36426,103.693 1.36457,103.693 1.36476,103.693 1.36502,103.693 1.36573,103.693 1.36589,103.694 1.37046,103.695 1.37302,103.695 1.37392,103.697 1.37285,103.698 1.37269,103.701 1.37253,103.703 1.37241,103.703 1.37177,103.703 1.37038,103.704 1.3673,103.705 1.36654,103.707 1.36625,103.708 1.36514,103.709 1.3643,103.709 1.36431,103.71 1.36491,103.71 1.36648,103.71 1.3672,103.711 1.36784,103.713 1.36876,103.715 1.36937,103.716 1.37084,103.717 1.37201,103.717 1.37234,103.718 1.37244,103.719 1.37216,103.72 1.37125,103.72 1.37117,103.724 1.36953,103.724 1.369,103.724 1.3682,103.725 1.36801,103.728 1.36707,103.727 1.36589,103.728 1.36451,103.728 1.36401,103.729 1.36375,103.731 1.36214,103.731 1.361,103.731 1.35922,103.731 1.35834,103.731 1.35596,103.731 1.3543,103.731 1.35361,103.731 1.35361,103.733 1.35179,103.733 1.35143,103.733 1.3506,103.732 1.35143,103.728 1.35359,103.728 1.34398,103.727 1.34223,103.727 1.34224,103.722 1.34391,103.718 1.34268,103.715 1.33991,103.714 1.33923,103.712 1.33889,103.71 1.33932,103.71 1.33967,103.71 1.34145,103.709 1.34226,103.707 1.34577,103.706 1.3472,103.706 1.34761,103.705 1.34722,103.703 1.35071,103.702 1.35179,103.699 1.35446,103.698 1.35518,103.697 1.3555,103.697 1.35551))",189.5
65,BUKIT BATOK,"POLYGON((103.754 1.33955,103.751 1.34051,103.751 1.34058,103.75 1.34101,103.749 1.34164,103.747 1.34285,103.745 1.34367,103.744 1.34416,103.741 1.34505,103.739 1.34527,103.739 1.34549,103.737 1.34603,103.737 1.34643,103.736 1.34692,103.734 1.34873,103.733 1.35025,103.733 1.3506,103.733 1.3506,103.733 1.3506,103.733 1.35143,103.733 1.35179,103.731 1.35361,103.731 1.3543,103.731 1.35596,103.731 1.35834,103.731 1.35922,103.731 1.361,103.731 1.36214,103.732 1.36318,103.732 1.36344,103.734 1.36346,103.735 1.3647,103.737 1.36569,103.738 1.3664,103.738 1.36712,103.738 1.36833,103.737 1.37001,103.737 1.37196,103.735 1.37697,103.735 1.37803,103.735 1.37819,103.738 1.37811,103.739 1.37785,103.742 1.37652,103.744 1.37644,103.748 1.37774,103.749 1.3782,103.754 1.37628,103.755 1.37679,103.756 1.37746,103.757 1.3765,103.757 1.37535,103.755 1.37398,103.755 1.37291,103.754 1.37129,103.754 1.37016,103.755 1.36885,103.755 1.36841,103.755 1.36657,103.755 1.36422,103.755 1.36168,103.756 1.35959,103.757 1.35797,103.758 1.35667,103.76 1.35432,103.76 1.35378,103.761 1.35368,103.762 1.35402,103.763 1.35507,103.763 1.35594,103.765 1.35795,103.767 1.35918,103.768 1.35797,103.768 1.35724,103.769 1.35575,103.77 1.35347,103.77 1.35199,103.77 1.34944,103.77 1.34877,103.77 1.34845,103.768 1.34747,103.767 1.34727,103.767 1.34715,103.765 1.34715,103.765 1.34714,103.764 1.34673,103.765 1.34707,103.765 1.34707,103.764 1.34673,103.763 1.34661,103.761 1.34661,103.761 1.34424,103.761 1.34117,103.761 1.34099,103.761 1.34067,103.76 1.34026,103.758 1.33961,103.756 1.33942,103.756 1.33931,103.754 1.33953,103.754 1.33955))",223
66,BUKIT GOMBAK,"POLYGON((103.767 1.36187,103.767 1.36159,103.767 1.36159,103.767 1.36154,103.767 1.36105,103.767 1.3608,103.767 1.35918,103.765 1.35795,103.763 1.35594,103.763 1.35507,103.762 1.35402,103.761 1.35368,103.76 1.35378,103.76 1.35432,103.758 1.35667,103.757 1.35797,103.756 1.35959,103.755 1.36168,103.755 1.36422,103.755 1.36657,103.755 1.36841,103.755 1.36885,103.754 1.37016,103.754 1.37129,103.755 1.37291,103.755 1.37398,103.757 1.37535,103.757 1.3765,103.756 1.37746,103.757 1.37782,103.759 1.37867,103.761 1.37977,103.762 1.37843,103.762 1.37752,103.762 1.37727,103.763 1.37324,103.763 1.37122,103.764 1.37062,103.764 1.3703,103.765 1.36917,103.766 1.36658,103.767 1.36556,103.767 1.36539,103.767 1.36538,103.767 1.36534,103.767 1.36499,103.768 1.36462,103.768 1.36435,103.768 1.3642,103.768 1.36404,103.768 1.36361,103.767 1.36187))",10.75
67,BUKIT PANJANG,"POLYGON((103.778 1.39942,103.778 1.39938,103.778 1.39768,103.777 1.39579,103.777 1.39288,103.778 1.39047,103.778 1.38656,103.779 1.38374,103.78 1.38206,103.781 1.38034,103.781 1.37929,103.784 1.37599,103.782 1.37567,103.78 1.37553,103.776 1.37567,103.775 1.37575,103.775 1.37592,103.766 1.38106,103.765 1.38132,103.764 1.38092,103.761 1.37977,103.76 1.38182,103.76 1.38161,103.759 1.38177,103.758 1.38494,103.757 1.38646,103.755 1.38895,103.754 1.39155,103.753 1.394,103.753 1.39523,103.754 1.39671,103.755 1.39827,103.755 1.39906,103.756 1.39921,103.756 1.39915,103.757 1.39805,103.758 1.39783,103.759 1.39697,103.76 1.3969,103.762 1.39807,103.764 1.39819,103.765 1.3979,103.767 1.39792,103.768 1.39845,103.769 1.39897,103.772 1.39978,103.772 1.40051,103.772 1.40207,103.773 1.40237,103.774 1.40258,103.775 1.40249,103.776 1.40228,103.777 1.40194,103.777 1.40065,103.777 1.4001,103.778 1.39942))",109.75
68,CHOA CHU KANG,"POLYGON((103.748 1.37774,103.744 1.37644,103.742 1.37652,103.739 1.37785,103.735 1.37819,103.735 1.37803,103.732 1.37734,103.732 1.37739,103.732 1.37757,103.732 1.3828,103.732 1.38406,103.733 1.38462,103.733 1.38544,103.734 1.38993,103.736 1.38936,103.737 1.38911,103.736 1.38865,103.736 1.38791,103.736 1.38758,103.737 1.38715,103.738 1.38603,103.739 1.38534,103.74 1.38509,103.742 1.38527,103.744 1.3863,103.746 1.38667,103.747 1.38671,103.749 1.38636,103.75 1.38528,103.751 1.38472,103.752 1.38437,103.753 1.38432,103.754 1.38493,103.756 1.38617,103.757 1.38643,103.758 1.38494,103.759 1.38177,103.76 1.38161,103.76 1.38182,103.761 1.37977,103.759 1.37867,103.757 1.37782,103.756 1.37746,103.755 1.37679,103.754 1.37628,103.749 1.3782,103.748 1.37774))",107.75
69,JALAN BAHAR,"POLYGON((103.684 1.36122,103.684 1.36123,103.684 1.36237,103.685 1.36513,103.684 1.36668,103.683 1.36697,103.683 1.36669,103.682 1.3659,103.681 1.36319,103.681 1.36317,103.681 1.36202,103.68 1.3598,103.679 1.35784,103.677 1.35678,103.677 1.35655,103.676 1.35655,103.674 1.35712,103.674 1.35712,103.673 1.35782,103.672 1.35849,103.672 1.35905,103.672 1.36004,103.672 1.36255,103.673 1.36589,103.673 1.36591,103.673 1.36878,103.673 1.36881,103.673 1.36996,103.673 1.37239,103.672 1.37382,103.672 1.37446,103.671 1.37523,103.669 1.37637,103.668 1.37689,103.668 1.37692,103.667 1.37909,103.667 1.37964,103.67 1.38066,103.672 1.3807,103.675 1.3802,103.678 1.38048,103.678 1.38082,103.679 1.38129,103.679 1.3823,103.679 1.38345,103.679 1.38477,103.679 1.38694,103.679 1.3883,103.679 1.38876,103.679 1.38917,103.68 1.38935,103.68 1.38937,103.682 1.38901,103.684 1.38925,103.685 1.38954,103.688 1.39091,103.691 1.39148,103.693 1.3914,103.693 1.3909,103.694 1.39024,103.694 1.38903,103.694 1.38468,103.694 1.38389,103.695 1.38347,103.696 1.38333,103.697 1.38343,103.698 1.38332,103.699 1.38381,103.699 1.38381,103.699 1.38358,103.703 1.38814,103.703 1.38882,103.703 1.39113,103.703 1.39211,103.703 1.39242,103.704 1.39303,103.706 1.39337,103.707 1.39335,103.708 1.396,103.708 1.39887,103.708 1.40144,103.708 1.40299,103.708 1.40391,103.708 1.40405,103.711 1.40375,103.712 1.40358,103.712 1.4026,103.711 1.40027,103.712 1.39978,103.712 1.39915,103.711 1.39687,103.712 1.39549,103.713 1.39421,103.714 1.39137,103.715 1.39079,103.715 1.39091,103.715 1.39209,103.716 1.39246,103.717 1.39286,103.718 1.39325,103.718 1.39263,103.719 1.39256,103.719 1.39256,103.72 1.39254,103.724 1.39521,103.724 1.39569,103.728 1.41359,103.734 1.38993,103.733 1.38544,103.733 1.38462,103.732 1.38406,103.732 1.3828,103.732 1.37757,103.732 1.37739,103.732 1.37734,103.735 1.37803,103.735 1.37697,103.737 1.37196,103.737 1.37001,103.738 1.36833,103.738 1.36712,103.738 1.3664,103.737 1.3657,103.737 1.36569,103.735 1.3647,103.734 1.36346,103.732 1.36344,103.732 1.36318,103.731 1.36214,103.729 1.36375,103.728 1.36401,103.728 1.36451,103.727 1.36589,103.728 1.36707,103.725 1.36801,103.724 1.3682,103.724 1.369,103.724 1.36953,103.72 1.37117,103.72 1.37125,103.719 1.37216,103.718 1.37244,103.717 1.37234,103.717 1.37234,103.717 1.37201,103.716 1.37084,103.715 1.36937,103.713 1.36876,103.713 1.36875,103.711 1.36784,103.711 1.36783,103.71 1.3672,103.71 1.36648,103.71 1.36491,103.709 1.36431,103.709 1.3643,103.708 1.36514,103.707 1.36625,103.705 1.36654,103.704 1.3673,103.703 1.37038,103.703 1.37177,103.703 1.37241,103.701 1.37253,103.701 1.37253,103.698 1.37269,103.697 1.37285,103.697 1.37285,103.695 1.37392,103.695 1.3731,103.695 1.37302,103.694 1.37048,103.694 1.37046,103.694 1.36757,103.694 1.36755,103.693 1.36589,103.69 1.36692,103.688 1.36649,103.687 1.3656,103.687 1.36244,103.686 1.36151,103.686 1.3611,103.685 1.36088,103.684 1.36122))",4
70,AMA KENG,"POLYGON((103.724 1.39569,103.724 1.39521,103.72 1.39254,103.719 1.39256,103.719 1.39256,103.718 1.39263,103.718 1.39325,103.717 1.39286,103.716 1.39246,103.715 1.39209,103.715 1.39091,103.715 1.39079,103.714 1.39137,103.713 1.39421,103.712 1.39549,103.711 1.39687,103.712 1.39915,103.712 1.39978,103.711 1.40027,103.712 1.4026,103.712 1.40358,103.711 1.40375,103.708 1.40405,103.708 1.40391,103.708 1.40299,103.708 1.40144,103.708 1.39887,103.708 1.396,103.707 1.39335,103.706 1.39337,103.704 1.39303,103.703 1.39242,103.703 1.39211,103.703 1.39113,103.703 1.38882,103.703 1.38814,103.699 1.38358,103.699 1.38381,103.699 1.38381,103.698 1.38332,103.697 1.38343,103.696 1.38333,103.695 1.38347,103.694 1.38389,103.694 1.38468,103.694 1.38903,103.694 1.39024,103.693 1.3909,103.693 1.3909,103.693 1.3914,103.691 1.39148,103.688 1.39091,103.685 1.38954,103.684 1.38925,103.682 1.38901,103.68 1.38937,103.68 1.38935,103.679 1.38917,103.679 1.38876,103.679 1.3883,103.679 1.38694,103.679 1.38477,103.679 1.38345,103.679 1.3823,103.679 1.38129,103.678 1.38082,103.678 1.38048,103.675 1.3802,103.672 1.3807,103.67 1.38066,103.667 1.37964,103.667 1.37964,103.667 1.37909,103.666 1.37984,103.665 1.38069,103.663 1.38064,103.659 1.37923,103.656 1.37921,103.655 1.37941,103.656 1.38205,103.66 1.39085,103.66 1.39456,103.66 1.4,103.662 1.4056,103.664 1.40948,103.669 1.41235,103.671 1.41734,103.673 1.42368,103.674 1.42581,103.677 1.42825,103.678 1.42971,103.679 1.42994,103.681 1.43008,103.682 1.43061,103.683 1.42967,103.683 1.42903,103.683 1.42801,103.682 1.4251,103.682 1.42419,103.682 1.42361,103.683 1.42253,103.683 1.42197,103.685 1.4208,103.686 1.42039,103.689 1.41818,103.69 1.4175,103.691 1.41726,103.693 1.41752,103.694 1.41813,103.694 1.42019,103.694 1.42058,103.695 1.42066,103.697 1.41909,103.7 1.41917,103.701 1.41897,103.702 1.4184,103.704 1.41482,103.705 1.41337,103.705 1.41233,103.705 1.4119,103.707 1.41287,103.708 1.41385,103.709 1.41373,103.71 1.4128,103.711 1.41169,103.713 1.41304,103.728 1.41364,103.728 1.41359,103.724 1.39638,103.724 1.39569))",1.666666667
74,CHANGI POINT,"POLYGON((103.771 1.44849,103.771 1.44894,103.771 1.4489,103.772 1.44802,103.772 1.4479,103.774 1.44948,103.775 1.4501,103.778 1.4512,103.78 1.45145,103.781 1.45151,103.783 1.45118,103.786 1.45035,103.787 1.45007,103.789 1.4492,103.79 1.44898,103.791 1.44918,103.793 1.4498,103.793 1.44984,103.794 1.44939,103.795 1.44816,103.797 1.44214,103.798 1.44095,103.797 1.44036,103.796 1.43938,103.793 1.4383,103.793 1.43779,103.791 1.43624,103.79 1.43503,103.789 1.43341,103.788 1.43235,103.788 1.43208,103.788 1.43161,103.787 1.4299,103.787 1.42869,103.788 1.42771,103.789 1.42693,103.79 1.42592,103.79 1.42401,103.79 1.42279,103.79 1.42149,103.789 1.41974,103.789 1.41716,103.788 1.4146,103.788 1.41244,103.787 1.41201,103.786 1.41175,103.785 1.41141,103.784 1.41095,103.783 1.41079,103.782 1.41072,103.78 1.41074,103.78 1.41074,103.778 1.41071,103.776 1.41079,103.775 1.41056,103.773 1.41008,103.772 1.4101,103.771 1.42498,103.772 1.43239,103.772 1.43484,103.772 1.43566,103.771 1.44849))",173.75
75,ADMIRALTY,"POLYGON((103.813 1.4262,103.813 1.42616,103.811 1.42699,103.809 1.42699,103.808 1.42689,103.806 1.42594,103.805 1.42588,103.805 1.42625,103.802 1.42974,103.802 1.43029,103.801 1.43048,103.8 1.42995,103.799 1.42965,103.798 1.42982,103.797 1.43059,103.797 1.43186,103.796 1.43678,103.796 1.43782,103.796 1.43938,103.797 1.44036,103.798 1.44095,103.797 1.44214,103.795 1.44816,103.794 1.44939,103.793 1.44984,103.793 1.4498,103.791 1.44918,103.791 1.44918,103.79 1.44898,103.789 1.4492,103.787 1.45007,103.786 1.45035,103.783 1.45118,103.781 1.45151,103.78 1.45145,103.778 1.4512,103.775 1.4501,103.774 1.44948,103.772 1.4479,103.772 1.44802,103.771 1.4489,103.773 1.4502,103.775 1.45117,103.777 1.45237,103.777 1.45397,103.779 1.45558,103.779 1.45517,103.778 1.45386,103.779 1.45349,103.781 1.45517,103.795 1.46539,103.803 1.47019,103.808 1.47094,103.812 1.4713,103.816 1.47123,103.813 1.45727,103.813 1.45278,103.813 1.45162,103.813 1.44364,103.813 1.4262))",141.75
76,YISHUN,"POLYGON((103.828 1.40346,103.826 1.40299,103.824 1.40252,103.824 1.4025,103.823 1.40184,103.822 1.40157,103.822 1.40129,103.821 1.40118,103.821 1.40092,103.82 1.4008,103.819 1.40072,103.818 1.40177,103.82 1.4044,103.823 1.41006,103.824 1.41316,103.824 1.41529,103.826 1.42417,103.826 1.42419,103.827 1.42641,103.828 1.42805,103.827 1.42971,103.827 1.43136,103.827 1.4333,103.826 1.43565,103.826 1.43892,103.824 1.44295,103.824 1.444,103.825 1.44469,103.825 1.44504,103.828 1.44511,103.828 1.44539,103.83 1.44667,103.832 1.44979,103.833 1.45024,103.833 1.45127,103.834 1.45158,103.835 1.45175,103.835 1.45169,103.837 1.44993,103.837 1.44953,103.838 1.44953,103.839 1.44978,103.84 1.45137,103.841 1.45167,103.842 1.45188,103.845 1.45319,103.845 1.45338,103.845 1.45337,103.851 1.45603,103.855 1.44913,103.864 1.43641,103.865 1.43586,103.865 1.43544,103.865 1.4345,103.865 1.43311,103.864 1.43208,103.862 1.42889,103.848 1.40986,103.834 1.40641,103.832 1.40609,103.832 1.40608,103.828 1.40347,103.828 1.40346))",404.25
77,SEMBAWANG,"POLYGON((103.781 1.3804,103.78 1.38109,103.78 1.38206,103.78 1.38221,103.78 1.38222,103.779 1.38374,103.778 1.38656,103.778 1.39047,103.777 1.39288,103.777 1.39288,103.777 1.39579,103.778 1.39768,103.778 1.39938,103.778 1.39683,103.778 1.39622,103.778 1.3961,103.782 1.39652,103.787 1.39712,103.79 1.39768,103.793 1.39885,103.798 1.4013,103.799 1.40249,103.8 1.4031,103.8 1.40397,103.799 1.40546,103.796 1.40709,103.795 1.40773,103.793 1.40838,103.79 1.41034,103.789 1.41154,103.788 1.41244,103.788 1.4146,103.789 1.41716,103.789 1.41974,103.79 1.42149,103.79 1.42279,103.79 1.42401,103.79 1.42592,103.789 1.42693,103.788 1.42771,103.787 1.42869,103.787 1.4299,103.787 1.4299,103.788 1.43161,103.788 1.43208,103.788 1.43235,103.789 1.43341,103.79 1.43503,103.791 1.43624,103.793 1.43779,103.793 1.4383,103.796 1.43938,103.796 1.43782,103.796 1.43678,103.797 1.43186,103.797 1.43059,103.798 1.42982,103.799 1.42965,103.8 1.42995,103.801 1.43048,103.802 1.43029,103.802 1.42974,103.805 1.42625,103.805 1.42588,103.806 1.42594,103.808 1.42689,103.809 1.42699,103.811 1.42699,103.813 1.42616,103.813 1.4262,103.814 1.42625,103.816 1.42735,103.82 1.42907,103.821 1.42961,103.823 1.42947,103.824 1.42863,103.824 1.42766,103.824 1.42521,103.824 1.42426,103.824 1.42385,103.825 1.42373,103.826 1.42384,103.826 1.42417,103.824 1.41529,103.824 1.41316,103.823 1.41006,103.82 1.4044,103.818 1.40177,103.817 1.40059,103.818 1.39814,103.816 1.39654,103.815 1.39569,103.816 1.39144,103.816 1.38816,103.817 1.38225,103.817 1.37841,103.817 1.3772,103.818 1.37539,103.819 1.37453,103.819 1.37175,103.818 1.37184,103.816 1.37265,103.815 1.37266,103.814 1.37246,103.812 1.37187,103.808 1.36793,103.808 1.36784,103.806 1.36747,103.805 1.36747,103.805 1.36747,103.804 1.36749,103.804 1.36749,103.801 1.36803,103.8 1.36896,103.794 1.3711,103.793 1.37112,103.791 1.37099,103.791 1.37098,103.79 1.37085,103.788 1.37161,103.787 1.37203,103.785 1.37376,103.785 1.37529,103.784 1.37599,103.781 1.37929,103.781 1.38034,103.781 1.3804))",82.25
78,UPPER THOMSON/SPRINGLEAF,"POLYGON((103.822 1.40129,103.822 1.40157,103.824 1.4025,103.826 1.40299,103.828 1.40346,103.828 1.40347,103.832 1.40608,103.832 1.40609,103.834 1.40641,103.842 1.39291,103.842 1.39284,103.843 1.38912,103.839 1.38606,103.837 1.38406,103.836 1.38199,103.835 1.38167,103.835 1.38164,103.835 1.3814,103.835 1.38123,103.835 1.38121,103.834 1.381,103.834 1.38083,103.834 1.38082,103.831 1.38001,103.828 1.37793,103.827 1.37762,103.825 1.37634,103.825 1.37548,103.824 1.372,103.824 1.37198,103.823 1.37145,103.823 1.37144,103.823 1.37093,103.823 1.37092,103.822 1.37056,103.822 1.37056,103.821 1.37059,103.82 1.37107,103.819 1.37175,103.819 1.37453,103.818 1.37539,103.817 1.3772,103.817 1.37841,103.817 1.38225,103.816 1.38816,103.816 1.39144,103.815 1.39569,103.816 1.39654,103.818 1.39814,103.817 1.40059,103.818 1.40177,103.819 1.40072,103.82 1.4008,103.822 1.40129))",9.25
79,JALAN KAYU,"POLYGON((103.834 1.40641,103.848 1.40986,103.862 1.42889,103.864 1.42706,103.866 1.42605,103.87 1.4251,103.872 1.42379,103.875 1.42176,103.875 1.42034,103.877 1.41864,103.881 1.41588,103.881 1.41675,103.882 1.41719,103.885 1.417,103.886 1.41624,103.888 1.41513,103.891 1.41443,103.893 1.41421,103.894 1.41402,103.896 1.41413,103.888 1.40155,103.881 1.39067,103.881 1.39066,103.881 1.38974,103.88 1.38877,103.88 1.38762,103.881 1.3867,103.881 1.38613,103.879 1.3853,103.879 1.38529,103.878 1.3844,103.877 1.38415,103.876 1.38443,103.876 1.38444,103.876 1.3847,103.876 1.38473,103.876 1.38498,103.876 1.38506,103.875 1.38551,103.874 1.38635,103.874 1.38683,103.874 1.38704,103.873 1.38731,103.873 1.38734,103.872 1.38751,103.869 1.38829,103.866 1.38904,103.864 1.38959,103.861 1.39054,103.859 1.39086,103.859 1.39086,103.858 1.39105,103.858 1.39116,103.858 1.39117,103.857 1.39137,103.855 1.39176,103.854 1.39194,103.854 1.39195,103.854 1.39207,103.854 1.39208,103.853 1.39215,103.853 1.39227,103.852 1.39241,103.85 1.39244,103.849 1.3922,103.848 1.39194,103.846 1.39135,103.845 1.39041,103.843 1.38912,103.842 1.39284,103.842 1.39291,103.834 1.40641))",57
80,SELETAR,"POLYGON((103.877 1.37895,103.874 1.3768,103.872 1.37648,103.872 1.37662,103.868 1.37834,103.867 1.3787,103.866 1.37889,103.863 1.37881,103.861 1.37839,103.857 1.37718,103.855 1.37695,103.852 1.37726,103.849 1.37788,103.848 1.37854,103.848 1.379,103.848 1.37963,103.848 1.38064,103.849 1.38206,103.85 1.38403,103.85 1.38615,103.85 1.39244,103.852 1.39241,103.853 1.39227,103.853 1.39215,103.854 1.39207,103.854 1.39194,103.855 1.39176,103.857 1.39137,103.858 1.39117,103.858 1.39105,103.859 1.39086,103.861 1.39054,103.864 1.38959,103.866 1.38904,103.869 1.38829,103.872 1.38751,103.873 1.38734,103.874 1.38704,103.874 1.38683,103.874 1.38635,103.875 1.38551,103.876 1.38498,103.876 1.38473,103.876 1.38444,103.877 1.38415,103.877 1.38383,103.877 1.38348,103.877 1.38288,103.877 1.38045,103.877 1.37895))",8.5
81,CHANGI AIRPORT,"POLYGON((104.003 1.36913,104.003 1.36913,104.004 1.36883,104.005 1.36814,104.005 1.36737,104.004 1.36641,103.987 1.32657,103.986 1.32508,103.986 1.3251,103.986 1.32528,103.986 1.32528,103.981 1.32749,103.979 1.32792,103.979 1.32797,103.979 1.32797,103.978 1.32787,103.977 1.32748,103.977 1.32747,103.977 1.32676,103.976 1.32666,103.976 1.32623,103.976 1.32696,103.976 1.32844,103.976 1.32906,103.978 1.3319,103.98 1.33507,103.982 1.33806,103.984 1.34316,103.984 1.34364,103.984 1.34401,103.983 1.34412,103.983 1.34389,103.98 1.3383,103.98 1.33792,103.979 1.3378,103.979 1.33778,103.978 1.33798,103.973 1.34019,103.973 1.34022,103.972 1.34072,103.972 1.3415,103.972 1.34185,103.974 1.34521,103.98 1.35924,103.98 1.35929,103.981 1.36195,103.981 1.36202,103.981 1.36245,103.981 1.36261,103.981 1.36264,103.982 1.36304,103.982 1.36325,103.982 1.36326,103.982 1.36362,103.983 1.36556,103.985 1.36961,103.987 1.37541,103.988 1.37889,103.989 1.37924,103.989 1.37951,103.989 1.37969,103.989 1.38004,103.989 1.38024,103.989 1.38057,103.989 1.38063,103.989 1.38089,103.989 1.38114,103.989 1.38219,103.99 1.38334,103.99 1.38335,103.991 1.38756,103.991 1.38903,103.991 1.3892,103.992 1.38907,103.992 1.3897,103.993 1.39135,103.998 1.38998,103.997 1.38781,103.999 1.38751,104 1.38719,104 1.38637,104.001 1.38513,104.001 1.38454,104.001 1.38402,104.001 1.38343,104.001 1.38286,104 1.3816,104 1.38148,104 1.3812,104 1.38099,104 1.37615,104 1.37449,104 1.37448,104 1.37191,104 1.37113,104 1.3707,104.001 1.37029,104.003 1.36913))",1068.25
